key,pad,page,transcribed,proposed,decision,why
ec826d6a,oe1bu9454-286,4,Stapolion,Napoleon,y,named Napoleon twice later on the same page; likely a Kurrent misreading of the same name.
6f70ee40,oe1bu9454-286,4,Marat,Murat,y,"Joachim Murat, King of Naples, was Napoleon's ally in Italy in 1815; 'Marat' is the revolutionary journalist, dead since 1793."
a1ac9af2,oe1bu9454-287,2,Schreck,Schreiben,Schreiben,"parallel to ""dies rührende Schreiben"" above; the object shown or not shown is a letter"
98026413,oe1bu9454-287,3,Franclizurth,Frankfurth,y,"""Frankfurth am Main"" is plainly meant; left as transcribed"
dbb4df7a,oe1bu9454-287,4,am Schein,am Rhein,y,Austrian contingent concentrating on the Rhine by 20 May; S/R Kurrent confusion
52ee0df9,oe1bu9454-287,4,haguland,Bayerland (Bavaria),n,Bavaria is conspicuously absent from an otherwise complete list of contingents; the figure 76000 fits Bavaria
a2068f88,oe1bu9454-287,4,Kortegall,Portugal,Portugal,listed immediately after Spain with a treaty just concluded
51040535,oe1bu9454-287,4,Wissland,Rußland,y,grain and cattle from Russia; R/W confusion
3b454e82,oe1bu9454-287,4,Bosen,Posen,y,Zerboni was a Prussian official in Posen; B/P confusion
7ee80000,oe1bu9454-288,1,des E. Kan,des F. Kanzlers (Fürst Kanzler),n,"Abbreviation earlier in the same page is ""Fürst Kanzler""; E may be a misreading of F."
a629de48,oe1bu9454-290,1,ganz gehorſamster die v Triebenfeld,ganz gehorsamster Diener v Triebenfeld,n,'die' is very likely a truncated 'Diener' in the subscription.
6f8ad3e5,oe1bu9454-290,2,Schaden Ewr Durchlaucht mir ja die 100 Ducaten,Schicken Ewr Durchlaucht mir ja die 100 Ducaten,y,Sch- initial and the express-courier request following make 'schicken' likely.
8d40b7ea,oe1bu9454-290,2,Sehr schlagen wäre es,Sehr schlimm wäre es,schlimm,Adjective expected; 'schlimm' fits the reproachful sense.
d327bc8d,oe1bu9454-291,1,Orest,Arrest,y,"""ihm droht Arrest"" is the standard formula; Orest is otherwise unmotivated."
41d6c37b,oe1bu9454-291,2,Herrenberg,Hardenberg,y,the Prince Chancellor Hardenberg is the person mentioned throughout; Herrenberg is otherwise unattested here.
9d7c9fcf,oe1bu9454-294,2,Banden,Baden,y,Baden bei Wien was the spa resort used by Viennese society; 'Banden' is likely an n/d misreading. Name carried across as transcribed.
2ef0e5c3,oe1bu9454-295,2,Schenchi,Schenck,y,Same person named two lines earlier.
54d0ccba,oe1bu9454-297,2,Belizavon,Blizanow,y,The letter is written at Blizanow; the same place is likely meant.
20c122f0,oe1bu9454-297,2,Zerbini,Zerboni,y,Zerboni is named repeatedly; single-letter variant.
dad75b6b,oe1bu9454-297,2,Bösen,Posen,y,Posen appears on p.1 and p.4 as the place of business; B/P confusion in Kurrent.
b69b09cd,oe1bu9454-297,4,Bonn,Posen,y,The itinerary elsewhere is Posen and Betsche; Bonn is geographically implausible here.
ab09add4,oe1bu9454-297,4,Betscha,Betsche,y,Spelled Betsche throughout.
0deb8133,oe1bu9454-298,1,des Zerbonischen Brust,des Zerbonischen Briefs,Briefs,'Brief' fits 'Abschrift des ... Briefs'; Kurrent f/s and t/f confusions plausible
0c21d3eb,oe1bu9454-298,2,Prentz Courant,Preuß. Courant,n,'Prentz' likely a misreading of the abbreviation for 'Preußisch'
8867ee9c,oe1bu9454-299,2,Eichaust,Eichauf,y,"spelled ""Eichauf"" on page 1; one of the two is a misreading"
a2f9a724,oe1bu9454-299,2,michante,méchante,n,"French ""méchante"" (wicked, malicious) is used adjectivally elsewhere in this correspondence"
edcc6f9d,oe1bu9454-299,3,Bonn,Posen,y,the itinerary in the same letter runs Posen–Betsche; Bonn is geographically implausible
1684b27a,oe1bu9454-301,1,Eine Durchlaucht,Ewr Durchlaucht,n,The standing form of address elsewhere in the letter; 'Eine' is likely a Kurrent misreading of the abbreviation 'Ewr'.
703ae24a,oe1bu9454-301,1,dHaushoffmeißen,den Haushoffmeister,n,Lombardini appears to be a household officer; 'Haushofmeister' (Master of the Household) fits the context.
06da10fe,oe1bu9454-301,1,Ein Durchlaucht,Ewr Durchlaucht,n,Same abbreviation confusion as above.
a75f870a,oe1bu9454-301,2,Ober-Verdeckt,Ober-Verweser (or Ober-Verwalter),n,An office whose Gutachten would be decisive in an indemnification case; 'Verdeckt' is likely a misreading of an official title.
c54d2884,oe1bu9454-301,2,Bider,biedern,y,"'the good, upright Prince Adolph' — a standing epithet rather than a name."
9d302506,oe1bu9454-302,1,Habik,Hawich,y,The same agent is named Hawich throughout; 'Habik' may be a misreading of the same name. Not folded into the translation.
3419449f,oe1bu9454-302,1,daſtort,sofort,y,"Common word, plausible minim/letter confusion."
db6ceeb5,oe1bu9454-302,2,Leisttens,eilftens,eilftens,"The eleventh item stands between 'zehntens' and 'zwölftens', so 'letztens' (lastly) cannot be right."
8e1ecd98,oe1bu9454-302,2,Niedzewrieckischen,Niedzewieckischen,Niedzewieckischen,Page 1 has 'Niedzewiecki'; the extra 'r' is likely a transcription slip.
b3d63e2e,oe1bu9454-303,1,Der schlossen Rass,Der Schlosser Rass,Schlosser,"A trade designation (locksmith) would match the pattern of neighbouring entries (saddler, joiner)."
467f8ad8,oe1bu9454-303,1,Benshausen,Brenzhausen,y,"Item 80 reads ""Valentin Jung in Brenzhausen""; the same person and place may be intended, but the two spellings differ and neither is settled."
ed3167b9,oe1bu9454-303,5,Kaufmauer Lampe sehr Con.e. Masse,Kaufmann Lampe seine Concurs-Masse,n,"""his bankruptcy estate"" would fit the sense and the abbreviation; unconfirmed."
aa57da36,oe1bu9454-303,6,Geheimer Rath Strehn,Geheimer Rath Strahlen,y,"Item 2 gives ""Geheimetzath Strahlen zu Wallerstein"" with the identical sum, Courant 2666 Rthl 16 g."
70241918,oe1bu9454-074a,1,die Wede[?] ist,die Rede ist,y,"Standard formula ""wovon hier die Rede ist""."
9b1cb997,oe1bu9454-047,2,der Indische Banquier,der Jüdische Banquier,Jüdische,Oppenheimer is a known Jewish banking house; 'Indische' is implausible
81f3f526,oe1bu9454-050,2,p. vom Trübin feld,p. von Triebenfeld,n,"Same person as page 1; ""p."" = praedictus/pp., ""the said""."
f944908a,oe1bu9454-053,2,Hanna versahm Diescion,Hanoverschen Division (o.ä.),n,"Schill's proclamations styled him in connection with Brunswick and Hanoverian forces; ""Diescion"" appears to be ""Division""."
5c7d9a56,oe1bu9454-061,2,die schleunige Hilfe sie Durchlaucht an,die schleunige Hilfe Sr. Durchlaucht an,n,"""sie"" as a misread abbreviation ""Se.""/""Sr."" for Seiner"
30a8584d,oe1bu9454-066,5,2000 Centl Schien Eÿsen,2000 Centner Schieneisen,n,'Schieneisen' = bar/rail iron; abbreviation Centl for Centner.
75b741a7,oe1bu9454-073,2,mehrere Tauße Rechstl.,mehrere Tausend Rthl.,n,'Tauße Rechstl' appears to be a garbled 'Tausend Reichsthaler'; carried across as 'thousand Rthl'
2fe6ba09,oe1bu9454-083,1,des Prinzen Georgi Durchlaucht,des Prinzen George Durchlaucht,y,"Page 2 has ""des Prinzen George Sache""; ""Georgi"" may be the same person, but the spellings are left as transcribed."
7a74f456,oe1bu9454-084,1,Starostey Add nau,Starostey Adelnau,n,"Adelnau (Odolanów) is the starosty adjoining Krotoszyn; ""Add nau"" is likely a broken transcription. Name left as transcribed in the translation."
847cf788,oe1bu9454-087,1,der mich dünkenden Schulden,der mich drückenden Schulden,drückenden,"""drückend"" (oppressive) is the standard collocation with Schulden and matches the later ""hart und drückend""; dünkend is not idiomatic here"
c84c7001,oe1bu9454-087,3,von Stoll ensée,von Struensee,n,the Minister Struensee is named in the same sentence
7448ec5c,oe1bu9454-094,1,sage höchst-Denenſelben u. den tief verpflichtesten Dank,sage höchst Denenselben den tief verpflichtetsten Dank,n,The stray 'u.' is likely a transcription artefact of an abbreviation ('unterthänigst') or a false stroke; without it the sentence parses cleanly.
ea4c9a41,oe1bu9454-105,2,bester sich,bessert sich,bessert,standard idiom for a convalescent
2c156a9c,oe1bu9454-137,1,den Sie durchl. haben sa Betsch zu rückgekauft,denn Ew. Durchl. haben ja Betsch zurückgekauft,n,"""den""/""denn"", ""sa""/""ja"" are single-letter confusions typical of Kurrent transcription."
e0a9486c,oe1bu9454-142,2,Höchst Jahren,Höchstdenenselben,n,"standard honorific dative plural; ""Jahren"" is a plain misreading of the abbreviated pronoun."
1556ad44,oe1bu9454-144,1,den Greiff von Schulenburg,dem Grafen von Schulenburg,n,"""Greiff"" is plausibly a Kurrent misreading of ""Grafen""; the Schulenburg family is comital."
fa551f5b,oe1bu9454-144,1,unterthänigste die Amelang,unterthänigster Diener Amelang,n,"""die"" is probably a misread abbreviation of ""Diener""."
c26b9cc6,oe1bu9454-173,3,S. neue dörfer,5 neue Dörfer,n,A numeral is expected; long-s or figure confusion in Kurrent.
a73e2dd4,oe1bu9454-194,1,Schlawen schitz,Schlawentschitz (Sławięcice),n,a Hohenlohe Upper Silesian holding; but name left as transcribed per house rule
d82820f1,oe1bu9454-203,3,Schlawen Schul,Schlawenschitz,n,The same destination is named 'Schlawenschitz' on page 2.
27fe5ec4,oe1bu9454-214,1,und schande Ihnen Ruhe,und schenke Ihnen Ruhe,schenke,'schenke' (grant) fits the optative construction; Kurrent 'nk'/'nd' confusion.
471ad1d8,oe1bu9454-218,1,"keine 322,625 Rthl","reine 322,625 Rthl",n,560000 − 237375 = 322625; 'reine' (clear) matches the parallel construction 'reine 115000' above.
94249fbe,oe1bu9454-228,1,H v Steger mann,H. v Stägemann,n,The same person is spelled Stägemann later in the same sentence.
47f4da45,oe1bu9454-229,2,etliche tausend d,etliche tausend Rthl,n,"""d"" (Pfennig position) is implausible for an annual surplus of several thousand; may be an abbreviation misread"
67254aa4,oe1bu9454-232,1,mit 2000 d. Causirt hat,mit 2000 Rthl. verursacht hat,n,'d.' in the Pfennig position is implausible for arrears of this size; 'Causirt' is likely 'causirt/verursacht'. Figure left untouched.
97dec32f,oe1bu9454-233,1,den 2 Berlin 200 Rthl,den 2 Beiden 200 Rthl,n,'Berlin' makes no sense among vacant colonists' holdings in South Prussia; 'Beiden' fits the minim pattern
0e8d0cfe,oe1bu9454-235,2,können Revers,einen Revers,y,The indefinite article is required; 'einen' and 'können' are readily confused in Kurrent minims.
63cd197b,oe1bu9454-245,1,der Stadt sowohl sumose in die Majorats Güter,der Cosmar ... sowohl in die Majorats-Güter,n,'Stadt' as an agent contradicts the singular masculine verbs that follow; the actor throughout is Cosmar.
daf2dd13,oe1bu9454-253,2,die Hochen hier leiten solle,die Sachen hier leiten solle,n,"""Sachen"" (affairs) would give a straightforward sense; ""Hohen"" (the great ones) is also possible."
59aa0286,oe1bu9454-257,1,vom 23. Ors. d. J.,vom 23. v. M. d. J. (or: 23. Sept. d. J.),n,"""Ors."" is not a German month or standard abbreviation; likely a misreading of a month abbreviation or of ""vor. Mts."""
8cd7f625,oe1bu9454-273,1,Gruf Nessetrock,Graf Nesselrode,n,'Gruf' for 'Graf'; the Russian foreign minister at the Congress of Vienna was Count Nesselrode. Not folded into the translation.
676610bc,oe1bu9454-288,1,das Brüger Ober Landes Gericht,das Bromberger Ober-Landesgericht,n,"The Superior Provincial Court for South Prussia sat at Bromberg; ""Brüger"" is not a known seat. Not folded into the translation."
03af52b3,oe1bu9454-067,1,Honrichs,Henrichs,n,"Same person as the ""Henrichs"" named earlier; o/e confusion in Kurrent."
dc345bcf,oe1bu9454-135,1,2 pl.,2 pCt. (per cent),n,"the Revers on p.2 spells out 'zwey Rht. von der Sinne des Kaufspretii', i.e. two per hundred of the purchase price; 'pl.' and 'jul.' are likely misreadings of p"
deaf2ac8,oe1bu9454-072c,1,o Brzechsta,v[on] Brzechsta,n,"An isolated ""o"" before a surname is not a German usage; Kurrent ""v"" is easily read as ""o"", and the parallel ""v Wieckowski"" in the same sentence supports ""v""."
b9d1b46d,oe1bu9454-072e,1,B. Brzechsta,B. Brzechwa (?),n,"'Brzechsta' is not an attested Polish surname form; 'Brzechwa' or a similar name is likelier, but the reading is not settled and must not be altered in the text"
acee2ca7,oe1bu9454-265a,1,der Seel. fürsten Sacke,der seel. Fürstin Sache / Sacken,n,'fürsten' should probably be 'Fürstin' (the late Princess); 'Sacke' may be a corrupted family name or a misread 'Casse'.
3e4b02d1,oe1bu9454-072a,2,Burgruf von Jarnowski,"Burggraf / Bürgermeister von Jarnowski, or the komornik",n,"""Burgruf"" is not a title; the officer serving a judgment would be a court or town officer"
98618424,oe1bu9454-072f,4,Honrichs,Heinrichs / Hawich,n,Name unstable in this correspondence; carried as transcribed.
f7a13848,oe1bu9454-004,2,J Augeit,J. Augustin(?),n,name-form implausible as transcribed.
ae4d8b57,oe1bu9454-005,1,Smiedecki,Śmiedecki / Niemojewski?,n,"Prefect of Kalisz; the name may be corrupted, but no confident restoration is offered."
e158948d,oe1bu9454-005,2,Betscher,Betscher (place or personal name) — possibly 'Betsche',n,Name unverified; carried as transcribed.
73907840,oe1bu9454-006,3,Beugelin,Beuglin / Bäuerlein,n,"corrupted personal name, reading unsettled"
0b17a95b,oe1bu9454-011,2,Starben,Starke / Stärke,n,"Reads as a personal name of a creditor; the form 'Starben' is otherwise the infinitive 'to die', which does not fit."
815a3710,oe1bu9454-014,1,Thurmard Pupillen Collegio,Churmärk[isch]es Pupillen-Collegium,n,'Thurmard' is very likely a misreading of 'Churmärk-' (Kurmärkisches Pupillen-Collegium in Berlin).
39b26775,oe1bu9454-015,1,Fürstin Sahhin,Fürstin Sophie(?) / a Kurrent misreading of the Princess's name,n,"""Sahhin"" is not a plausible German name form; the transcription of the doubled letters is unstable."
a8a5e739,oe1bu9454-016,1,Harum,Sachsen (?) / a place-name,n,'Harum' as an object of contention at the Congress is more likely a corrupted territorial name; left as transcribed
58251d6d,oe1bu9454-017,4,Grünval Departements,Gouvernemental-Departements (?),n,"""Grünval"" is not a plausible French departmental name; likely a corrupted transcription, but no reading can be settled."
1a40785f,oe1bu9454-018,1,Collé,?,n,Unidentified; could be a corrupted place-name or a French word. Left as transcribed.
3a639cb1,oe1bu9454-018,3,Skokum,Skoków / Skokom,n,Village-name endings in -um are unusual in this district; possibly a Kurrent misreading. Left as transcribed.
fcf93f3e,oe1bu9454-021,1,Schweineren,Schweinern / Schweinerei (place name),n,Likely a place name paired with Kontop; spelling unverified.
1f977f33,oe1bu9454-024,4,Seher Tothschen Erben,Schertothschen / Sehertothschen Erben,n,Word division uncertain; single surname more likely.
83d36bad,oe1bu9454-027,1,v. Sanitz,v. Zawadzki / v. Sanitz(?),n,Name possibly corrupted; left as transcribed.
0195a831,oe1bu9454-027,2,Alantons,Adjutanten / Allianten,n,"Either ""adjutants"" or ""allies"" would fit the court context at Memel; neither can be established."
3b3c52f4,oe1bu9454-027,2,Allerwürcke,Allerhöchste / Aller[höchsten] Wirkung,n,Possibly a corruption of a form of address for the Emperor rather than a proper name.
6d59e965,oe1bu9454-030,1,7 sl:,7 pC: / 7 pro Cent,n,"A discount is normally expressed as a percentage; ""sl:"" is otherwise unexplained."
998193f0,oe1bu9454-032,1,laut Gescontract,laut Cessions-Contract or laut Grundzins-Contract,n,'Ges' appears to be a truncated compound
4005c1b8,oe1bu9454-032,2,Prępiziner,Trąbcziner (?),n,no such place elsewhere in the correspondence; the Polish diacritics suggest a garbled estate name — left unaltered in the translation
7e215382,oe1bu9454-033,2,Paß Honrichs,daß Hoenrichs / daß Heinrichs,n,"""Paß"" is very likely ""daß""; the following name may be a corrupted surname. Left as transcribed per house rule."
e85dc8d1,oe1bu9454-035,2,Marcul,Marcul (place or person unresolved),n,"Not identifiable; possibly a corrupted place-name from which he was despatched, or a person. Left as transcribed."
671f76b5,oe1bu9454-037,1,Heihertſche,Heinertsche / Reinhardtsche,n,Proper noun of uncertain reading; carried across as transcribed.
73367f8f,oe1bu9454-037,2,Beneten 30 Stadt [Schenck?],"possibly a street address, e.g. 'Behrenstraße 30' or similar",n,"'30 Stadt' resembles a house number and street designation; wholly conjectural, not folded into the translation."
6acf4e6a,oe1bu9454-037,2,Laar,Lauer / Saar / Laar (a creditor's surname),n,Unverified proper noun; carried across as transcribed.
421589cf,oe1bu9454-038,1,Baupiner oder Later,Baugnier oder Veit(?),n,"Earlier in the same letter the name appears as ""Baugnier Veit""; ""Baupiner"" and ""Later"" look like variant misreadings of the same party. Not folded into the tran"
116af235,oe1bu9454-044,2,Mathein,Matthei / Matthäi,n,"Possibly a Berlin creditor's name miscopied; flagged only, not altered."
1a79a5d7,oe1bu9454-045,1,Vandertahr,van der Lahr / von der Lahn,n,"The same creditor appears later as ""p. Lahr"", ""von der Lahn"" and ""Lahn""; all are likely one name variously misread."
cf84f3c5,oe1bu9454-047,1,Hönnricht,Hönnrich / Hönricht (?),n,name form unstable; possibly the same person as elsewhere spelled differently
fb7462cb,oe1bu9454-047,3,Viedrenrichts,Viedenrichts / Niederreuths (?),n,name form not attested elsewhere; likely misread Kurrent
