letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
233,1,16995,16996,-,Sobotten,dorff,Sobottendorff,join,high,joined form occurs elsewhere in this corpus,False,11,,1,,2,,0 d_ um die Schuld wäre getilgt. Sobotten- || dorff giebt Herr Durchlaucht uns Schuld In
233,3,17031,17032,¬,Executio,für,Executiofür,split,high,joined form unattested; both halves are real words,False,0,0,1,0,610,378371132,d hierdurch wäre alle Gefahr und Executio¬ || für jezt und immer behoben. Ich würde nie 
233,4,17051,17052,¬,be,stimmen,bestimmen,join,high,joined form occurs elsewhere in this corpus,False,18,,3,,3,, kan ich bey diesen Zeiten nicht genau be¬ || stimmen - Indes zähle ich wenigstens auf 2
233,4,17054,17055,¬,dezir,muß,dezirmuß,join,high,head is not a word on its own,False,0,0,0,223,450,, es daß man alles durch Prozeße vin dezir¬ || muß und diese werden stets über eine halbe
233,4,17056,17057,-,No,das,Nodas,join,high,"joined form attested in DWDS (5,731 hits)",False,0,5731,5,,1288,,"teht die Meierowitzsche in die Vocande No- || 6, das ist daß noch 5 Prozeße vor stehen, "
235,1,17181,17183,-,ver,verliehren,ververliehren,catchword,high,fragment repeats the next page opening,True,0,,3,,10,,was den verlohren geht unß Stössel ver- || verliehren der Ewr Durchlaucht mehr als zu
237,1,17256,17257,¬,Herr,Ewr,HerrEwr,split,high,joined form unattested; both halves are real words,False,0,0,447,9158607,1122,110,"Gnädigster Fürst und Herr¬ || Ewr Hochfürstliche Durchlaucht, schrieb ic"
237,1,17271,17272,¬,zurück,Trzcinski,zurückTrzcinski,split,high,joined form unattested; both halves are real words,False,0,0,185,13566331,11,511,alte ich Trąbczyn und Kaemen gewiß zurück¬ || Trzcinski oder König noch Zerboni noch Mei
238,1,17292,17293,¬,wor,Er,worEr,split,high,joined form unattested; both halves are real words,False,0,0,0,7879,1274,184157988,"daß er auch bei dem OberAmtman Koenig wor¬ || Er sagte daß dieser zu Hause war, und Ihm "
238,1,17300,17301,¬,Bemüh,ungen,Bemühungen,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,1,," ich daraus schliese, daß alle Ihre Bemüh¬ || ungen vor mich fruchtlos waren, ich schick"
238,1,17302,17303,-,Bliz,anow,Blizanow,join,high,joined form occurs elsewhere in this corpus,False,35,,2,,1,,"er nur ein Recepisse vom Amtmann aus Bliz- || anow, was Herr Schenck nachdem dieser Expr"
238,1,17303,17304,¬,wor,dahien,wordahien,split,high,joined form unattested; both halves are real words,False,0,0,0,7879,1,27,"em dieser Expresse 4 Tage aufgehalten wor¬ || dahien erweiterte, daß Sie! verreißet wäre"
238,2,17313,17314,¬,anderun,vertilgt,anderunvertilgt,join,high,head is not a word on its own,False,0,0,0,10,1,,"ehen, daß ich nicht ganz aus Dero anderun¬ || vertilgt bin – ich will glauben daß das Sc"
238,2,17324,17325,-,Kay,sers,Kaysers,join,high,joined form occurs elsewhere in this corpus,False,8,,0,,2,," hier ein Schreiben an des Rusſischen Kay- || sers Majestaet unter offenem Siegel an, um"
238,3,17351,17352,-,Vor,ſichtigſten,Vorſichtigſten,split,high,joined form unattested; both halves are real words,False,0,0,295,105411485,1,0,itte aber nur von dieser Eröfnung den Vor- || ſichtigſten Gebrauch zu machen. Loſen mich
238,4,17376,17377,-,Vor,züglicher,Vorzüglicher,join,high,joined form occurs elsewhere in this corpus,False,1,,295,,1,,"d glücklicher Reiſe, Verbleibe ich in Vor- || züglicher Hochschätzung"
239,2,17413,17414,¬,Post,Gen,PostGen,split,high,joined form unattested; both halves are real words,False,0,14,101,3879679,60,381373,h sende daher diesen Brief durch der Post¬ || Gen Gneizenau ist im Hauptquartier auch R.
239,2,17416,17417,¬,Min,Hard,MinHard,split,high,joined form unattested; both halves are real words,False,0,457,8,1219273,14,148500,rnire gehe ich nach Franckenstein pp. Min¬ || Hard: sucht in der Meinung aller Güte sehr
239,2,17420,17421,¬,abge,geben,abgegeben,join,high,joined form occurs elsewhere in this corpus,False,10,,0,,195,,"ereist war, an seinen bloßirten Sohn abge¬ || geben - Die tiefste Ehefurcht ist es in de"
240,1,17434,17435,-,ermüdet,das,ermüdetdas,split,high,joined form unattested; both halves are real words,False,0,0,2,72043,1288,0,daß dies in ſeinen Eyfer ſchon ſo ermüdet- || das traurigste und für uns das Gefahr voll
240,1,17451,17452,-,freut,H,freutH,split,high,joined form unattested; both halves are real words,False,0,0,6,13577681,300,2078414, der sich über alle diese Ereigniße freut- || H: Nun machen Sie es beßer -
240,1,17455,17457,¬,Frieden,Ich,FriedenIch,split,review,crosses a page break - check by hand,True,0,0,26,2459973,4451,255244905,gewiß einen sehr vorteilhaften Frieden¬ || Ich habe hier das erſte wohl wieder ſagen 
240,2,17465,17466,¬,besteht,General,bestehtGeneral,split,high,joined form unattested; both halves are real words,False,0,0,13,11944186,110,880071," gezogen wird, und aus 55000 Mann besteht¬ || General Lieut. Ortell liegt hier in Neusta"
241,1,17483,17484,¬,Sen,sollen,Sensollen,split,high,joined form unattested; both halves are real words,False,0,0,11,69429,133,87999785,"r Verehrer vom Ewr Durchlaucht Höchst Sen¬ || sollen nur ganz ruhig sein, es solle und w"
241,2,17503,17504,¬,Revue,so,Revueso,split,high,joined form unattested; both halves are real words,False,0,0,1,290332,1515,141594268,r 15000 Man Landwehr bey Oppendorff Revue¬ || so morgen und übermorgen übern ein gleichm
242,1,17514,17515,¬,in,Wien,inWien,split,high,joined form unattested; both halves are real words,False,0,151,1855,0,83,3340749,3 Tage und 2 Nächte zugebracht bin ich in¬ || Wien angelangt - die exorbitanteste Theuer
242,1,17525,17526,¬,aequi,sition,aequisition,join,high,head is not a word on its own,False,0,0,0,15,1,,en unsere Sächßiſche und Pohlnische aequi¬ || sition sträube. Mein altes Patriotisches H
242,2,17543,17544,¬,em,pfiehlt,empfiehlt,join,high,joined form occurs elsewhere in this corpus,False,12,,0,,1,,"d mit ihrem Gemal Ewr Durchl. herzlich em¬ || pfiehlt, würksamer, als der erstere ist - "
243,1,17595,17596,¬,ab,Ich,abIch,join,high,"joined form attested in DWDS (1,366 hits)",False,0,1366,96,,4451,," über 10 Tage, das ist am 23t von hier ab¬ || Ich wohne hier in der Goldenen Ente in der"
244,1,17610,17611,¬,nach,zu,nachzu,split,high,joined form unattested; both halves are real words,False,0,496,878,156778084,2989,403356332," den Wahrhaft verbundeten Souverains nach¬ || zu Pferd ist auch den Maneuvre elinirt, di"
244,1,17613,17614,¬,Balkon,getreten,Balkongetreten,split,high,joined form unattested; both halves are real words,False,0,0,0,923147,9,7660937,"h den verschiedenen Trasts auf den Balkon¬ || getreten, hat sich ein gefultes Glaß mit C"
244,2,17646,17647,¬,we,sentliche,wesentliche,join,high,joined form occurs elsewhere in this corpus,False,1,,1,,1,,"er geweßt, sehe ich vom demselben viel we¬ || sentliche Nachrichten mit"
245,1,17683,17684,¬,Nach,weiß,Nachweiß,join,high,joined form occurs elsewhere in this corpus,False,1,,878,,57,,"n Zeiten, nach den sub B beigefügten Nach¬ || weiß dennoch 79500 rttlr Ertrag gewähren. "
245,1,17690,17691,¬,gekrän,Eheherrn,gekränEheherrn,join,high,head is not a word on its own,False,0,0,0,0,1,,"ie all ihr Erbe getrüllig an ihnen gekrän¬ || Eheherrn, dem Hörste u Hohenlohe und den F"
245,1,17697,17698,¬,beilie,gende,beiliegende,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,"ommen. Er nit warf den hier aus C. beilie¬ || gende, weit schichtigen Transact zu einer "
245,1,17707,17708,¬,Fürst,aber,Fürstaber,split,high,joined form unattested; both halves are real words,False,0,0,628,391074,753,125399229,"ubiger des Fürsten zu bedingen, dem Fürst¬ || aber besonders um Ehre und alles zu bringe"
245,2,17727,17728,¬,Con,tumacial,Contumacial,join,high,joined form occurs elsewhere in this corpus,False,1,,1,,1,," wußte daß die Luitz Erben schon kein Con¬ || tumacial Urtheil für sich halten, in welch"
245,2,17754,17755,¬,läst,Anführen,lästAnführen,split,high,joined form unattested; both halves are real words,False,0,0,29,3363,2,1204,Fürsten mit seine Umgebungen heugern läst¬ || Anführen muß ich hier noch daß ick die ehe
246,1,17772,17773,-,Schneckenför,migen,Schneckenförmigen,join,high,"joined form attested in DWDS (2,000 hits)",False,0,2000,0,,1,,"rchlaucht sende einen gleich Schneckenför- || migen Gang gehen, dann ſieht es traurig au"
246,1,17777,17778,-,ent,schieden,entschieden,join,high,joined form occurs elsewhere in this corpus,False,20,,1,,2,,"s Schicksal iſte nun Breits für immer ent- || schieden, Preußen erhält es ganz - Weimar "
246,1,17781,17782,¬,fortdau,renden,fortdaurenden,join,high,head is not a word on its own,False,0,0,0,8,2,,zögerung. Jedoch haft man von der fortdau¬ || renden Freundschaft zwischen dem Wüßen Kay
246,1,17784,17785,-,ange,sehen,angesehen,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,118,,ie nie als eine militairische Gränze ange- || sehen werden. Schlesien und Preußen würden
246,2,17793,17794,¬,Abän,derung,Abänderung,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,3,,"n Beilagen habe ich, nach 2 mahliger Abän¬ || derung einreichen müßen. Ich hatte das ers"
247,3,17907,17908,¬,Forste,,,orphan,high,nothing to continue into - the next line holds no words,False,0,,0,,0,,zum nötige Unterhalt des Alte HErn Forste¬ || 12000
248,1,17926,17927,¬,ge,schehen,geschehen,join,high,joined form occurs elsewhere in this corpus,False,94,,22,,3,," jezt nicht gelingen, so dürfte es nie ge¬ || schehen. Der biedern Fürst Kanzler hat den"
248,1,17935,17936,¬,ge,wonnen,gewonnen,join,high,joined form occurs elsewhere in this corpus,False,40,,22,,4,,darüber und halten das ganze Spiel für ge¬ || wonnen. Die Monarch sieht ein daß er bezah
248,1,17941,17942,-,justi,angefangen,justiangefangen,split,high,joined form unattested; both halves are real words,False,0,0,0,4437,6,2698456,"Winzingerode, dieser zeigte mir ein justi- || angefangen Schreiben an Sr Majestät, worin"
248,1,17947,17948,¬,zuför,derst,zuförderst,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,1,,"en, Ewr Durchlaucht Angelegenheiten zuför¬ || derst zu stande bringen zu laßen, und daß "
248,2,17962,17963,¬,ver,schiedenes,verschiedenes,join,high,joined form occurs elsewhere in this corpus,False,1,,3,,2,,"gut enden, ich habe darüber in Geheim ver¬ || schiedenes gehört, und was nötig war den b"
249,1,17990,17991,-,hin,Gelung,hinGelung,split,high,joined form unattested; both halves are real words,False,0,0,51,9658466,1,5948,heil gieng auf das vorgefreßene Brodt hin- || Gelung
249,2,18006,18007,¬,apparte,verreichen,apparteverreichen,split,high,joined form unattested; both halves are real words,False,0,0,3,64,1,16,"cheuliche Gravamina sogleich noch apparte¬ || verreichen, so viel ist gewiß daß die medi"
249,2,18007,18008,¬,Praeso,Gatione,PraesoGatione,join,high,head is not a word on its own,False,0,0,0,0,1,,"e mediatisirten durchweg ihre alte Praeso¬ || Gatione, bis auf die vollkommene Souverain"
249,2,18015,18016,¬,Congres,dann,Congresdann,join,high,head is not a word on its own,False,0,0,0,494,161,, sich daß nach ihrer Rückkehr der Congres¬ || dann baldigst seine Entschaft erreichen wi
250,1,18036,18037,¬,Me,moriale,Memoriale,join,high,"joined form attested in DWDS (59,215 hits)",False,0,59215,6,,1,,dem Fürsten v. Hardenberg übergebenen Me¬ || moriale erlangt. Ich habe die Ehre dessen 
250,1,18037,18038,¬,Ab,schrift,Abschrift,join,high,joined form occurs elsewhere in this corpus,False,31,,96,,5,,"iale erlangt. Ich habe die Ehre dessen Ab¬ || schrift in der Beilage zurückzusenden, und"
250,1,18039,18040,¬,interes,siren,interessiren,join,high,head is not a word on its own,False,0,100,0,977,1,,mangete mich für dessen Inhalt zu interes¬ || siren soviel es in meinen Würkungs Kreis l
250,1,18042,18043,¬,Hoch,achtung,Hochachtung,join,high,joined form occurs elsewhere in this corpus,False,42,,21,,6,,Versicherungen meiner vollkommensten Hoch¬ || achtung
254,5,18224,18225,¬,Lin,der,Linder,join,high,"joined form attested in DWDS (36,877 hits)",False,0,36877,2,,3841,," ich schon erborgt, dort darben meine Lin¬ || der — Wie soll das enden, und wie soch ich"
254,6,18242,18243,-,ver,sehen,versehen,join,high,joined form occurs elsewhere in this corpus,False,9,,3,,118,,"rd gehörig verſiegelt mit der Adresse ver- || sehen, und den ein Umschlag gemacht und di"
254,6,18246,18247,¬,Prin,Post,PrinPost,split,high,joined form unattested; both halves are real words,False,0,0,0,1052,101,3879679,mahl schicken. Den von hier geht die Prin¬ || Post wöchentl. 2 mahl nach Breslau und köm
255,1,18272,18273,¬,ge,holfen,geholfen,join,high,joined form occurs elsewhere in this corpus,False,6,,22,,1,,"gut – der Fürst H will Ewr Durchlaucht ge¬ || holfen wißen, da erhalte ihm ja Gott - die"
255,1,18283,18284,¬,ge,legt,gelegt,join,high,joined form occurs elsewhere in this corpus,False,23,,22,,10,, sey bis Berlin auf bewahrt und zurück ge¬ || legt - Auch gut den dorten giebts der Helf
255,1,18289,18290,-,selbst,So,selbstSo,split,high,joined form unattested; both halves are real words,False,0,11,302,30727056,1515,141594268,. Alles andere findet sich den von selbst- || So eben könte B- und bringt mir die Nachri
257,1,18355,18356,¬,Trans,Act,TransAct,join,high,joined form occurs elsewhere in this corpus,False,14,,1,,5,,"daß der Herr Fürst u Hohenlohe im Trans¬ || Act von 1811 sich anheiſchig gemacht habe,"
257,1,18359,18360,¬,be,für,befür,split,high,joined form unattested; both halves are real words,False,0,241,3,105863,610,378371132,von der Mitverpflichtung zu be¬ || für
259,1,18416,18417,¬,erhöhn,Euer,erhöhnEuer,join,high,head is not a word on its own,False,0,0,0,98,197,,en beim Fürsten zurück - doch dies erhöhn¬ || Euer Durchlaucht ja aus der Resolution und
259,1,18420,18421,¬,Vorschlag,Jagt,VorschlagJagt,split,high,joined form unattested; both halves are real words,False,0,0,19,3146462,12,636322, und alles geht den nach meinen Vorschlag¬ || Jagt ist es Eine Durchlaucht Sache dorten 
259,1,18428,18429,¬,hin,gesandt,hingesandt,split,high,joined form unattested; both halves are real words,False,0,809,51,9658466,32,1853857,"und daß man Ihnen alles nach Öhringen hin¬ || gesandt) wo Sie im Arrscht gewesen, und du"
259,2,18433,18434,¬,vor,ziehen,vorziehen,join,high,joined form occurs elsewhere in this corpus,False,1,,295,,41,,"egen Sie ja reat und ohne alle Furcht vor¬ || ziehen Sie ja in allen Fällen, dem Hof Rat"
259,2,18448,18449,¬,be,kommen,bekommen,join,high,joined form occurs elsewhere in this corpus,False,44,,3,,123,, um den Ratismann schnell in Händen zu be¬ || kommen — Früchten dürfen Sie nun nichts me
260,2,18500,18501,-,Capi,tal,Capital,join,high,joined form occurs elsewhere in this corpus,False,69,,0,,3,,"nen zur Tilgung der Haupt Schuld ein Capi- || tal von 112000 nur geschossen wurde, wögte"
261,1,18565,18566,¬,Herr,Dies,HerrDies,split,high,joined form unattested; both halves are real words,False,0,0,447,9158607,560,0,"rst sind wieder würklich Regierender Herr¬ || Dies mein Fürstlicher Gönner, war von jehe"
261,2,18572,18573,-,Spiel,Wir,SpielWir,split,high,joined form unattested; both halves are real words,False,0,0,17,21500604,118,178858208,hre Haabe und Leben ſtaht hier aufs Spiel- || Wir haben mit einer vielköpfigen Hydra zu 
261,2,18580,18581,¬,hierher,Ich,hierherIch,split,high,joined form unattested; both halves are real words,False,0,0,47,333740,4451,255244905,den Blanquets und den Abschriften hierher¬ || Ich werde den wegen Abgabe der Vollmacht v
262,1,18618,18619,¬,ausge,stoßen,ausgestoßen,join,high,"joined form attested in DWDS (85,594 hits)",False,0,85594,0,,2,,"g die Transakte aufhebt, und Cosmar ausge¬ || stoßen und zur schwersten Verantwortung ge"
262,1,18625,18626,-,Dancksagungs,Schreiben,DancksagungsSchreiben,split,high,joined form unattested; both halves are real words,False,0,0,1,0,325,2335726,glich aber das eigenhändigen Dancksagungs- || Schreiben an den Fürsten Staats Kanzler – 
262,2,18635,18636,¬,Proto,colle,Protocolle,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,1,,"t Schreiben ließt - Ganze Acten und Proto¬ || colle aber nicht Zeit hat selbst zu lesen,"
262,2,18638,18639,¬,ver,muthlich,vermuthlich,join,high,joined form occurs elsewhere in this corpus,False,10,,3,,2,,"isirten Fürsten wird sehr beschränkt, ver¬ || muthlich wird man Ols pp zur Norm nehmen –"
262,3,18675,18676,¬,be,kommen,bekommen,join,high,joined form occurs elsewhere in this corpus,False,44,,3,,123,,rtois gebracht und hat dafür 1000 Rthl be¬ || kommen — Meyers sein Revers von Pr. Artois
263,1,18696,18697,¬,hier,der,hierder,split,high,joined form unattested; both halves are real words,False,0,44,800,52795932,3841,0,eben bis am Ende des Congresses noch hier¬ || der Geheime Raths Göschel giebt heute Nahm
264,1,18740,18741,¬,vor,geſchritten,vorgeſchritten,join,high,joined form occurs elsewhere in this corpus,False,2,,295,,1,,"die, wenn ich nach Ihren Willen damit vor¬ || geſchritten wäre, und ſo gerade herein gep"
